amphoe_id;id;th_name;en_name;zipcode_main;zipcode_all;zipcode_remark;
3120;312002;ส้มป่อย;Som Poi;31260;31260;;
3120;312003;ลำนางรอง;Lam Nang Rong;31260;31260;;
3121;312101;บ้านด่าน;Ban Dan;31000;31000;;
3121;312102;ปราสาท;Prasat;31000;31000;;
3121;312103;วังเหนือ;Wang Nuea;31000;31000;;
3121;312104;โนนขวาง;Non Khwang;31000;31000;;
3122;312201;แคนดง;Khaen Dong;31150;31150;;
3122;312202;ดงพลอง;Dong Phlong;31150;31150;;
3122;312203;สระบัว;Sa Bua;31150;31150;;
3122;312204;หัวฝาย;Hua Fai;31150;31150;;
3123;312301;เจริญสุข;Charoen Suk;31110;31110;;
3123;312302;ตาเป๊ก;Ta Pek;31110;31110;;
3123;312303;อีสานเขต;Isan Khet;31110;31110;;
3123;312304;ถาวร;Thawon;31170;31170;;
3123;312305;ยายแย้มวัฒนา;Yai Yaem Watthana;31170;31170;;
3201;320101;ในเมือง;Nai Mueang;32000;32000;;
3201;320102;ตั้งใจ;Tang Chai;32000;32000;;
3201;320103;เพี้ยราม;Phia Ram;32000;32000;;
3201;320104;นาดี;Na Di;32000;32000;;
3201;320105;ท่าสว่าง;Tha Sawang;32000;32000;;
3201;320106;สลักได;Salakdai;32000;32000;;
3201;320107;ตาอ็อง;Ta Ong;32000;32000;;
3201;320109;สำโรง;Samrong;32000;32000;;
3201;320110;แกใหญ่;Kae Yai;32000;32000;;
3201;320111;นอกเมือง;Nok Mueang;32000;32000;;
3201;320112;คอโค;Kho Kho;32000;32000;;
3201;320113;สวาย;Sawai;32000;32000;;
3201;320114;เฉนียง;Chaniang;32000;32000;;
3201;320116;เทนมีย์;Thenmi;32000;32000;;
3201;320118;นาบัว;Na Bua;32000;32000;;
3201;320119;เมืองที;Mueang Thi;32000;32000;;
3201;320120;ราม;Ram;32000;32000;;
3201;320121;บุฤาษี;Bu Ruesi;32000;32000;;
3201;320122;ตระแสง;Trasaeng;32000;32000;;
3201;320125;แสลงพันธ์;Salaeng Phan;32000;32000;;
3201;320126;กาเกาะ;Ka Ko;32000;32000;;
3202;320201;ชุมพลบุรี;Chumphon Buri;32190;32190;;
3202;320202;นาหนองไผ่;Na Nong Phai;32190;32190;;
3202;320203;ไพรขลา;Phrai Khla;32190;32190;;
3202;320204;ศรีณรงค์;Si Narong;32190;32190;;
3202;320205;ยะวึก;Yawuek;32190;32190;;
3202;320206;เมืองบัว;Mueang Bua;32190;32190;;
3202;320207;สระขุด;Sa Khut;32190;32190;;
3202;320208;กระเบื้อง;Krabueang;32190;32190;;
3202;320209;หนองเรือ;Nong Ruea;32190;32190;;
3203;320301;ท่าตูม;Tha Tum;32120;32120;;
3203;320302;กระโพ;Krapho;32120;32120;;
3203;320303;พรมเทพ;Phrom Thep;32120;32120;;
3203;320304;โพนครก;Phon Khrok;32120;32120;;
3203;320305;เมืองแก;Mueang Kae;32120;32120;;
3203;320306;บะ;Ba;32120;32120;;
3203;320307;หนองบัว;Nong Bua;32120;32120;;
3203;320308;บัวโคก;Bua Khok;32120;32120;;
3203;320309;หนองเมธี;Nong Methi;32120;32120;;
3203;320310;ทุ่งกุลา;Thung Kula;32120;32120;;
3204;320401;จอมพระ;Chom Phra;32180;32180;;
3204;320402;เมืองลีง;Mueang Ling;32180;32180;;
3204;320403;กระหาด;Krahat;32180;32180;;
3204;320404;บุแกรง;Bu Kraeng;32180;32180;;
3204;320405;หนองสนิท;Nong Sanit;32180;32180;;
3204;320406;บ้านผือ;Ban Phue;32180;32180;;
3204;320407;ลุ่มระวี;Lum Rawi;32180;32180;;
3204;320408;ชุมแสง;Chum Saeng;32180;32180;;
3204;320409;เป็นสุข;Pen Suk;32180;32180;;
3205;320501;กังแอน;Kang Aen;32140;32140;;
3205;320502;ทมอ;Thamo;32140;32140;;
3205;320503;ไพล;Phlai;32140;32140;;
3205;320504;ปรือ;Prue;32140;32140;;
3205;320505;ทุ่งมน;Thung Mon;32140;32140;;
3205;320506;ตาเบา;Ta Bao;32140;32140;;
3205;320507;หนองใหญ่;Nong Yai;32140;32140;;
3205;320508;โคกยาง;Khok Yang;32140;32140;;
3205;320509;โคกสะอาด;Khok Sa-at;32140;32140;;
3205;320510;บ้านไทร;Ban Sai;32140;32140;;
3205;320511;โชคนาสาม;Chok Na Sam;32140;32140;;
3205;320512;เชื้อเพลิง;Chuea Phloeng;32140;32140;;
3205;320513;ปราสาททนง;Prasat Thanong;32140;32140;;
3205;320514;ตานี;Tani;32140;32140;;
3205;320515;บ้านพลวง;Ban Phluang;32140;32140;;
3205;320516;กันตวจระมวล;Kantuat Ramuan;32140;32140;;
3205;320517;สมุด;Samut;32140;32140;;
3205;320518;ประทัดบุ;Prathat Bu;32140;32140;;
3206;320601;กาบเชิง;Kap Choeng;32210;32210;;
3206;320604;คูตัน;Khu Tan;32210;32210;;
3206;320605;ด่าน;Dan;32210;32210;;
3206;320606;แนงมุด;Naeng Mut;32210;32210;;
3206;320607;โคกตะเคียน;Khok Takhian;32210;32210;;
3206;320610;ตะเคียน;Takhian;32210;32210;;
3207;320701;รัตนบุรี;Rattanaburi;32130;32130;;
3207;320702;ธาตุ;That;32130;32130;;
3207;320703;แก;Kae;32130;32130;;
3207;320704;ดอนแรด;Don Raet;32130;32130;;
3207;320705;หนองบัวทอง;Nong Bua Thong;32130;32130;;
3207;320706;หนองบัวบาน;Nong Bua Ban;32130;32130;;
3207;320709;ไผ่;Phai;32130;32130;;
3207;320711;เบิด;Boet;32130;32130;;
3207;320713;น้ำเขียว;Nam Khiao;32130;32130;;
3207;320714;กุดขาคีม;Kut Kha Khim;32130;32130;;
3207;320715;ยางสว่าง;Yang Sawang;32130;32130;;
3207;320716;ทับใหญ่;Thap Yai;32130;32130;;
3208;320801;สนม;Sanom;32160;32160;;
3208;320802;โพนโก;Phon Ko;32160;32160;;
3208;320803;หนองระฆัง;Nong Rakhang;32160;32160;;
3208;320804;นานวน;Na Nuan;32160;32160;;
3208;320805;แคน;Khaen;32160;32160;;
3208;320806;หัวงัว;Hua Ngua;32160;32160;;
3208;320807;หนองอียอ;Nong I Yo;32160;32160;;
3209;320901;ระแงง;Ra-ngaeng;32110;32110;;
3209;320902;ตรึม;Truem;32110;32110;;
3209;320903;จารพัต;Charaphat;32110;32110;;
3209;320904;ยาง;Yang;32110;32110;;
3209;320905;แตล;Taen;32110;32110;;
3209;320906;หนองบัว;Nong Bua;32110;32110;;
3209;320907;คาละแมะ;Khalamae;32110;32110;;
3209;320908;หนองเหล็ก;Nong Lek;32110;32110;;
3209;320909;หนองขวาว;Nong Khwao;32110;32110;;
3209;320910;ช่างปี่;Chang Pi;32110;32110;;
3209;320911;กุดหวาย;Kut Wai;32110;32110;;
3209;320912;ขวาวใหญ่;Khwao Yai;32110;32110;;
3209;320913;นารุ่ง;Na Rung;32110;32110;;
3209;320914;ตรมไพร;Trom Phrai;32110;32110;;
3209;320915;ผักไหม;Phak Mai;32110;32110;;
3210;321001;สังขะ;Sangkha;32150;32150;;
3210;321002;ขอนแตก;Khon Taek;32150;32150;;
3210;321006;ดม;Dom;32150;32150;;
3210;321007;พระแก้ว;Phra Kaeo;32150;32150;;
3210;321008;บ้านจารย์;Ban Chan;32150;32150;;
3210;321009;กระเทียม;Krathiam;32150;32150;;
3210;321010;สะกาด;Sakat;32150;32150;;
3210;321011;ตาตุม;Ta Tum;32150;32150;;
3210;321012;ทับทัน;Thap Than;32150;32150;;
3210;321013;ตาคง;Ta Khong;32150;32150;;
3210;321015;บ้านชบ;Ban Chop;32150;32150;;
3210;321017;เทพรักษา;Thep Raksa;32150;32150;;
3211;321101;ลำดวน;Lamduan;32220;32220;;
3211;321102;โชคเหนือ;Chok Nuea;32220;32220;;
3211;321103;อู่โลก;U Lok;32220;32220;;
3211;321104;ตรำดม;Tram Dom;32220;32220;;
3211;321105;ตระเปียงเตีย;Tra Priang Tia;32220;32220;;
3212;321201;สำโรงทาบ;Samrong Thap;32170;32170;;
3212;321202;หนองไผ่ล้อม;Nong Phai Lom;32170;32170;;
3212;321203;กระออม;Kra-om;32170;32170;;
3212;321204;หนองฮะ;Nong Ha;32170;32170;;
3212;321205;ศรีสุข;Si Suk;32170;32170;;
3212;321206;เกาะแก้ว;Ko Kaeo;32170;32170;;
3212;321207;หมื่นศรี;Muen Si;32170;32170;;
3212;321208;เสม็จ;Samet;32170;32170;;
3212;321209;สะโน;Sano;32170;32170;;
3212;321210;ประดู่;Pradu;32170;32170;;
3213;321301;บัวเชด;Buachet;32230;32230;;
3213;321302;สะเดา;Sadao;32230;32230;;
3213;321303;จรัส;Charat;32230;32230;;
3213;321304;ตาวัง;Ta Wang;32230;32230;;
3213;321305;อาโพน;A Phon;32230;32230;;
3213;321306;สำเภาลูน;Samphao Lun;32230;32230;;
3214;321401;บักได;Bak Dai;32140;32140;;
3214;321402;โคกกลาง;Khok Klang;32140;32140;;
3214;321403;จีกแดก;Chik Daek;32140;32140;;
3214;321404;ตาเมียง;Ta Miang;32140;32140;;
3215;321501;ณรงค์;Narong;32150;32150;;
3215;321502;แจนแวน;Chaenwaen;32150;32150;;
3215;321503;ตรวจ;Truat;32150;32150;;
3215;321504;หนองแวง;Nong Waeng;32150;32150;;
3215;321505;ศรีสุข;Si Suk;32150;32150;;
3216;321601;เขวาสินรินทร์;Khwao Sinrin;32000;32000;;
3216;321602;บึง;Bueng;32000;32000;;
3216;321603;ตากูก;Ta Kuk;32000;32000;;
3216;321604;ปราสาททอง;Prasat Thong;32000;32000;;
3216;321605;บ้านแร่;Ban Rae;32000;32000;;
3217;321701;หนองหลวง;Nong Luang;32130;32130;;
3217;321702;คำผง;Kham Phong;32130;32130;;
3217;321703;โนน;Non;32130;32130;;
3217;321704;ระเวียง;Rawiang;32130;32130;;
3217;321705;หนองเทพ;Nong Thep;32130;32130;;
3301;330101;เมืองเหนือ;Mueang Nuea;33000;33000;;
3301;330102;เมืองใต้;Mueang Tai;33000;33000;;
3301;330103;คูซอด;Khu Sot;33000;33000;;
3301;330104;ซำ;Sam;33000;33000;;
3301;330105;จาน;Chan;33000;33000;;
3301;330106;ตะดอบ;Tadop;33000;33000;;
3301;330107;หนองครก;Nong Khrok;33000;33000;;
3301;330111;โพนข่า;Phon Kha;33000;33000;;
3301;330112;โพนค้อ;Phon Kho;33000;33000;;
3301;330115;โพนเขวา;Phon Khwao;33000;33000;;
3301;330116;หญ้าปล้อง;Ya Plong;33000;33000;;
3301;330118;ทุ่ม;Thum;33000;33000;;
3301;330119;หนองไฮ;Nong Hai;33000;33000;;
3301;330121;หนองแก้ว;Nong Kaeo;33000;33000;;
3301;330122;น้ำคำ;Nam Kham;33000;33000;;
3301;330123;โพธิ์;Pho;33000;33000;;
3301;330124;หมากเขียบ;Mak Khiap;33000;33000;;
3301;330127;หนองไผ่;Nong Phai;33000;33000;;
3302;330201;ยางชุมน้อย;Yang Chum Noi;33190;33190;;
3302;330202;ลิ้นฟ้า;Lin Fa;33190;33190;;
3302;330203;คอนกาม;Khon Kam;33190;33190;;
3302;330204;โนนคูณ;Non Khun;33190;33190;;
3302;330205;กุดเมืองฮาม;Kut Mueang Ham;33190;33190;;
3302;330206;บึงบอน;Bueng Bon;33190;33190;;
3302;330207;ยางชุมใหญ่;Yang Chum Yai;33190;33190;;
3303;330301;ดูน;Dun;33130;33130;;
3303;330302;โนนสัง;Non Sang;33130;33130;;
3303;330303;หนองหัวช้าง;Nong Hua Chang;33130;33130;;
3303;330304;ยาง;Yang;33130;33130;;
3303;330305;หนองแวง;Nong Waeng;33130;33130;;
3303;330306;หนองแก้ว;Nong Kaeo;33130;33130;;
3303;330307;ทาม;Tham;33130;33130;;
3303;330308;ละทาย;Lathai;33130;33130;;
3303;330309;เมืองน้อย;Mueang Noi;33130;33130;;
3303;330310;อีปาด;I Pat;33130;33130;;
3303;330311;บัวน้อย;Bua Noi;33130;33130;;
3303;330312;หนองบัว;Nong Bua;33130;33130;;
3303;330313;ดู่;Du;33130;33130;;
3303;330314;ผักแพว;Phak Phaeo;33130;33130;;
3303;330315;จาน;Chan;33130;33130;;
3303;330320;คำเนียม;Kham Niam;33130;33130;;
3304;330401;บึงมะลู;Bueng Malu;33110;33110;;
3304;330402;กุดเสลา;Kut Salao;33110;33110;;
3304;330403;เมือง;Mueang;33110;33110;;
3304;330405;สังเม็ก;Sang Mek;33110;33110;;
3304;330406;น้ำอ้อม;Nam Om;33110;33110;;
3304;330407;ละลาย;Lalai;33110;33110;;
3304;330408;รุง;Rung;33110;33110;;
3304;330409;ตระกาจ;Trakat;33110;33110;;
3304;330411;จานใหญ่;Chan Yai;33110;33110;;
3304;330412;ภูเงิน;Phu Ngoen;33110;33110;;
3304;330413;ชำ;Cham;33110;33110;;
3304;330414;กระแชง;Krachaeng;33110;33110;;
3304;330415;โนนสำราญ;Non Samran;33110;33110;;
3304;330416;หนองหญ้าลาด;Nong Ya Lat;33110;33110;;
3304;330419;เสาธงชัย;Sao Thong Chai;33110;33110;;
3304;330420;ขนุน;Khanun;33110;33110;;
3304;330421;สวนกล้วย;Suan Kluai;33110;33110;;
3304;330423;เวียงเหนือ;Wiang Nuea;33110;33110;;
3304;330424;ทุ่งใหญ่;Thung Yai;33110;33110;;
3304;330425;ภูผาหมอก;Phu Pha Mok;33110;33110;;
3305;330501;กันทรารมย์;Kanthararom;33140;33140;;
3305;330502;จะกง;Chakong;33140;33140;;
3305;330503;ใจดี;Chai Di;33140;33140;;
3305;330504;ดองกำเม็ด;Dong Kam Met;33140;33140;;
3305;330505;โสน;Sano;33140;33140;;
3305;330506;ปรือใหญ่;Prue Yai;33140;33140;;
3305;330507;สะเดาใหญ่;Sadao Yai;33140;33140;;
3305;330508;ตาอุด;Ta Ut;33140;33140;;
3305;330509;ห้วยเหนือ;Huai Nuea;33140;33140;;
3305;330510;ห้วยใต้;Huai Tai;33140;33140;;
3305;330511;หัวเสือ;Hua Suea;33140;33140;;
3305;330513;ตะเคียน;Takhian;33140;33140;;
3305;330515;นิคมพัฒนา;Nikhom Phatthana;33140;33140;;
3305;330517;โคกเพชร;Khok Phet;33140;33140;;
3305;330518;ปราสาท;Prasat;33140;33140;;
3305;330521;สำโรงตาเจ็น;Samrong Ta Chen;33140;33140;;
3305;330522;ห้วยสำราญ;Huai Samran;33140;33140;;
3305;330524;กฤษณา;Kritsana;33140;33140;;
3305;330525;ลมศักดิ์;Lom Sak;33140;33140;;
3305;330526;หนองฉลอง;Nong Chalong;33140;33140;;
3305;330527;ศรีตระกูล;Si Trakun;33140;33140;;
3305;330528;ศรีสะอาด;Si Sa-at;33140;33140;;
3306;330601;ไพรบึง;Phrai Bueng;33180;33180;;
3306;330602;ดินแดง;Din Daeng;33180;33180;;
3306;330603;ปราสาทเยอ;Prasat Yoe;33180;33180;;
3306;330604;สำโรงพลัน;Samrong Phlan;33180;33180;;
3306;330605;สุขสวัสดิ์;Suk Sawat;33180;33180;;
3306;330606;โนนปูน;Non Pun;33180;33180;;
3307;330701;พิมาย;Phimai;33170;33170;;
3307;330702;กู่;Ku;33170;33170;;
3307;330703;หนองเชียงทูน;Nong Chiang Thun;33170;33170;;
3307;330704;ตูม;Tum;33170;33170;;
3307;330705;สมอ;Samo;33170;33170;;
3307;330706;โพธิ์ศรี;Pho Si;33170;33170;;
3307;330707;สำโรงปราสาท;Samrong Prasat;33170;33170;;
3307;330708;ดู่;Du;33170;33170;;
3307;330709;สวาย;Sawai;33170;33170;;
3307;330710;พิมายเหนือ;Phimai Nuea;33170;33170;;
3308;330801;สิ;Si;33150;33150;;
3308;330802;บักดอง;Bak Dong;33150;33150;;
3308;330803;พราน;Phran;33150;33150;;
3308;330804;โพธิ์วงศ์;Pho Wong;33150;33150;;
3308;330805;ไพร;Phrai;33150;33150;;
3308;330806;กระหวัน;Krawan;33150;33150;;
3308;330807;ขุนหาญ;Khun Han;33150;33150;;
3308;330808;โนนสูง;Non Sung;33150;33150;;
3308;330809;กันทรอม;Kanthrom;33150;33150;;
3308;330810;ภูฝ้าย;Phu Fai;33150;33150;;
3308;330811;โพธิ์กระสังข์;Pho Krasang;33150;33150;;
3308;330812;ห้วยจันทร์;Huai Chan;33150;33150;;
3309;330901;เมืองคง;Mueang Khong;33160;33160;;
3309;330902;เมืองแคน;Mueang Khaen;33160;33160;;
3309;330903;หนองแค;Nong Khae;33160;33160;;
3309;330906;จิกสังข์ทอง;Chik Sang Thong;33160;33160;;
3309;330907;ด่าน;Dan;33160;33160;;
3309;330908;ดู่;Du;33160;33160;;
3309;330909;หนองอึ่ง;Nong Ueng;33160;33160;;
3309;330910;บัวหุ่ง;Bua Hung;33160;33160;;
3309;330911;ไผ่;Phai;33160;33160;;
3309;330912;ส้มป่อย;Som Poi;33160;33160;;
3309;330913;หนองหมี;Nong Mi;33160;33160;;
3309;330914;หว้านคำ;Wan Kham;33160;33160;;
3309;330915;สร้างปี่;Sang Pi;33160;33160;;
3310;331001;กำแพง;Kamphaeng;33120;33120;;
3310;331002;อี่หล่ำ;I Lam;33120;33120;;
3310;331003;ก้านเหลือง;Kan Lueang;33120;33120;;
3310;331004;ทุ่งไชย;Thung Chai;33120;33120;;
3310;331005;สำโรง;Samrong;33120;33120;;
3310;331006;แขม;Khaem;33120;33120;;
3310;331007;หนองไฮ;Nong Hai;33120;33120;;
3310;331008;ขะยูง;Khayung;33120;33120;;
3310;331010;ตาเกษ;Ta Ket;33120;33120;;
3310;331011;หัวช้าง;Hua Chang;33120;33120;;
3310;331012;รังแร้ง;Rang Raeng;33120;33120;;
3310;331014;แต้;Tae;33120;33120;;
3310;331015;แข้;Khae;33120;33120;;
3310;331016;โพธิ์ชัย;Pho Chai;33120;33120;;
3310;331017;ปะอาว;Pa Ao;33120;33120;;
3310;331018;หนองห้าง;Nong Hang;33120;33120;;
3310;331022;สระกำแพงใหญ่;Sa Kamphaeng Yai;33120;33120;;
3310;331024;โคกหล่าม;Khok Lam;33120;33120;;
3310;331025;โคกจาน;Khok Chan;33120;33120;;
3311;331101;เป๊าะ;Po;33220;33220;;
3311;331102;บึงบูรพ์;Bueng Bun;33220;33220;;
3312;331201;ห้วยทับทัน;Huai Thap Than;33210;33210;;
3312;331202;เมืองหลวง;Mueang Luang;33210;33210;;
3312;331203;กล้วยกว้าง;Kluai Kwang;33210;33210;;
3312;331204;ผักไหม;Phak Mai;33210;33210;;
3312;331205;จานแสนไชย;Chan Saen Chai;33210;33210;;
3312;331206;ปราสาท;Prasat;33210;33210;;
3313;331301;โนนค้อ;Non Kho;33250;33250;;
3313;331302;บก;Bok;33250;33250;;
3313;331303;โพธิ์;Pho;33250;33250;;
3313;331304;หนองกุง;Nong Kung;33250;33250;;
3313;331305;เหล่ากวาง;Lao Kwang;33250;33250;;
3314;331401;ศรีแก้ว;Si Kaeo;33240;33240;;
3314;331402;พิงพวย;Phing Phuai;33240;33240;;
3314;331403;สระเยาว์;Sa Yao;33240;33240;;
3314;331404;ตูม;Tum;33240;33240;;
3314;331405;เสื่องข้าว;Sueang Khao;33240;33240;;
3314;331406;ศรีโนนงาม;Si Non Ngam;33240;33240;;
3314;331407;สะพุง;Saphung;33240;33240;;
3315;331501;น้ำเกลี้ยง;Nam Kliang;33130;33130;;
3315;331502;ละเอาะ;La-o;33130;33130;;
3315;331503;ตองปิด;Tong Pit;33130;33130;;
3315;331504;เขิน;Khoen;33130;33130;;
3315;331505;รุ่งระวี;Rung Rawi;33130;33130;;
3315;331506;คูบ;Khup;33130;33130;;
3316;331601;บุสูง;Bu Sung;33270;33270;;
3316;331602;ธาตุ;That;33270;33270;;
3316;331603;ดวนใหญ่;Duan Yai;33270;33270;;
3316;331604;บ่อแก้ว;Bo Kaeo;33270;33270;;
3316;331605;ศรีสำราญ;Si Samran;33270;33270;;
3316;331606;ทุ่งสว่าง;Thung Sawang;33270;33270;;
3316;331607;วังหิน;Wang Hin;33270;33270;;
3316;331608;โพนยาง;Phon Yang;33270;33270;;
3317;331701;โคกตาล;Khok Tan;33140;33140;;
3317;331702;ห้วยตามอญ;Huai Ta Mon;33140;33140;;
3317;331703;ห้วยตึ๊กชู;Huai Tuekchu;33140;33140;;
3317;331704;ละลม;Lalom;33140;33140;;
3317;331705;ตะเคียนราม;Takhian Ram;33140;33140;;
3317;331706;ดงรัก;Dong Rak;33140;33140;;
3317;331707;ไพรพัฒนา;Phrai Phatthana;33140;33140;;
3318;331801;เมืองจันทร์;Mueang Chan;33120;33120;;
3318;331802;ตาโกน;Ta Kon;33120;33120;;
3318;331803;หนองใหญ่;Nong Yai;33120;33120;;
3319;331901;เสียว;Siao;33110;33110;;
3319;331902;หนองหว้า;Nong Wa;33110;33110;;
3319;331903;หนองงูเหลือม;Nong Ngu Lueam;33110;33110;;
3319;331904;หนองฮาง;Nong Hang;33110;33110;;
3319;331905;ท่าคล้อ;Tha Khlo;33110;33110;;
3320;332001;พยุห์;Phayu;33230;33230;;
3320;332002;พรหมสวัสดิ์;Phrom Sawat;33230;33230;;
3320;332003;ตำแย;Tamyae;33230;33230;;
3320;332004;โนนเพ็ก;Nong Phek;33230;33230;;
3320;332005;หนองค้า;Nong Kha;33230;33230;;
3321;332101;โดด;Dot;33120;33120;;
3321;332102;เสียว;Siao;33120;33120;;
3321;332103;หนองม้า;Nong Ma;33120;33120;;
3321;332104;ผือใหญ่;Phue Yai;33120;33120;;
3321;332105;อีเซ;I Se;33120;33120;;
3322;332201;กุง;Kung;33160;33160;;
3322;332202;คลีกลิ้ง;Khli Kling;33160;33160;;
3322;332203;หนองบัวดง;Nong Bua Dong;33160;33160;;
3322;332204;โจดม่วง;Chot Muang;33160;33160;;
3401;340101;ในเมือง;Nai Mueang;34000;34000;;
3401;340104;หัวเรือ;Hua Ruea;34000;34000;;
3401;340105;หนองขอน;Nong Khon;34000;34000;;
3401;340107;ปทุม;Pathum;34000;34000;;
3401;340108;ขามใหญ่;Kham Yai;34000;34000;;
3401;340109;แจระแม;Chaeramae;34000;34000;;
3401;340111;หนองบ่อ;Nong Bo;34000;34000;;
3401;340112;ไร่น้อย;Rai Noi;34000;34000;;
3401;340113;กระโสบ;Krasop;34000;34000;;
3401;340116;กุดลาด;Kut Lat;34000;34000;;
3401;340119;ขี้เหล็ก;Khilek;34000;34000;;
3401;340120;ปะอาว;Pa-ao;34000;34000;;
3402;340201;นาคำ;Na Kham;34250;34250;;
3402;340202;แก้งกอก;Kaeng Kok;34250;34250;;
3402;340203;เอือดใหญ่;Ueat Yai;34250;34250;;
3402;340204;วาริน;Warin;34250;34250;;
3402;340205;ลาดควาย;Lat Khwai;34250;34250;;
3402;340206;สงยาง;Song Yang;34250;34250;;
3402;340207;ตะบ่าย;Tabai;34250;34250;;
3402;340208;คำไหล;Kham Lai;34250;34250;;
3402;340209;หนามแท่ง;Nam Thaeng;34250;34250;;
3402;340210;นาเลิน;Na Loen;34250;34250;;
3402;340211;ดอนใหญ่;Don Yai;34250;34250;;
3403;340301;โขงเจียม;Khong Chiam;34220;34220;;
3403;340302;ห้วยยาง;Huai Yang;34220;34220;;
3403;340303;นาโพธิ์กลาง;Na Pho Klang;34220;34220;;
3403;340304;หนองแสงใหญ่;Nong Saeng Yai;34220;34220;;
3403;340305;ห้วยไผ่;Huai Phai;34220;34220;;
3404;340401;เขื่องใน;Khueang Nai;34150;34150;;
3404;340402;สร้างถ่อ;Sang Tho;34150;34150;;
3404;340403;ค้อทอง;Kho Thong;34150;34150;;
3404;340404;ก่อเอ้;Ko E;34150;34150;;
3404;340405;หัวดอน;Hua Don;34150;34150;;
3404;340406;ชีทวน;Chi Thuan;34150;34150;;
3404;340407;ท่าไห;Tha Hai;34150;34150;;
3404;340408;นาคำใหญ่;Na Kham Yai;34150;34150;;
3404;340409;แดงหม้อ;Daeng Mo;34150;34150;;
3404;340410;ธาตุน้อย;That Noi;34150;34150;;
3404;340411;บ้านไทย;Ban Thai;34320;34320;;
3404;340412;บ้านกอก;Ban Kok;34320;34320;;
3404;340413;กลางใหญ่;Klang Yai;34320;34320;;
3404;340414;โนนรัง;Non Rang;34320;34320;;
3404;340415;ยางขี้นก;Yang Khi Nok;34150;34150;;
3404;340416;ศรีสุข;Si Suk;34150;34150;;
3404;340417;สหธาตุ;Sahathat;34150;34150;;
3404;340418;หนองเหล่า;Nong Lao;34150;34150;;
3405;340501;เขมราฐ;Khemarat;34170;34170;;
3405;340503;ขามป้อม;Kham Pom;34170;34170;;
3405;340504;เจียด;Chiat;34170;34170;;
3405;340507;หนองผือ;Nong Phue;34170;34170;;
3405;340508;นาแวง;Na Waeng;34170;34170;;
3405;340510;แก้งเหนือ;Kaeng Nuea;34170;34170;;
3405;340511;หนองนกทา;Nong Nok Tha;34170;34170;;
3405;340512;หนองสิม;Nong Sim;34170;34170;;
3405;340513;หัวนา;Hua Na;34170;34170;;
3407;340701;เมืองเดช;Mueang Det;34160;34160;;
3407;340702;นาส่วง;Na Suang;34160;34160;;
3407;340704;นาเจริญ;Na Charoen;34160;34160;;
3407;340706;ทุ่งเทิง;Thung Thoeng;34160;34160;;
3407;340708;สมสะอาด;Som Sa-at;34160;34160;;
3407;340709;กุดประทาย;Kut Prathai;34160;34160;;
3407;340710;ตบหู;Top Hu;34160;34160;;
3407;340711;กลาง;Klang;34160;34160;;
3407;340712;แก้ง;Kaeng;34160;34160;;
3407;340713;ท่าโพธิ์ศรี;Tha Pho Si;34160;34160;;
3407;340715;บัวงาม;Bua Ngam;34160;34160;;
3407;340716;คำครั่ง;Kham Khrang;34160;34160;;
3407;340717;นากระแซง;Na Krasaeng;34160;34160;;
3407;340720;โพนงาม;Phon Ngam;34160;34160;;
3407;340721;ป่าโมง;Pa Mong;34160;34160;;
3407;340723;โนนสมบูรณ์;Non Sombun;34160;34160;;
3408;340801;นาจะหลวย;Na Chaluai;34280;34280;;
3408;340802;โนนสมบูรณ์;Non Sombun;34280;34280;;
3408;340803;พรสวรรค์;Phon Sawan;34280;34280;;
3408;340804;บ้านตูม;Ban Tum;34280;34280;;
3408;340805;โสกแสง;Sok Saeng;34280;34280;;
3408;340806;โนนสวรรค์;Non Sawan;34280;34280;;
3409;340901;โซง;Song;34260;34260;;
3409;340903;ยาง;Yang;34260;34260;;
3409;340904;โดมประดิษฐ์;Dom Pradit;34260;34260;;
3409;340906;บุเปือย;Bu Pueai;34260;34260;;
3409;340907;สีวิเชียร;Si Wichian;34260;34260;;
3409;340909;ยางใหญ่;Yang Yai;34260;34260;;
3409;340911;เก่าขาม;Kao Kham;34260;34260;;
3410;341001;โพนงาม;Phon Ngam;34230;34230;;
3410;341002;ห้วยข่า;Huai Kha;34230;34230;;
3410;341003;คอแลน;Kho Laen;34230;34230;;
3410;341004;นาโพธิ์;Na Pho;34230;34230;;
3410;341005;หนองสะโน;Nong Sano;34230;34230;;
3410;341006;โนนค้อ;Non Kho;34230;34230;;
3410;341007;บัวงาม;Bua Ngam;34230;34230;;
3410;341008;บ้านแมด;Ban Maet;34230;34230;;
3411;341101;ขุหลุ;Khulu;34130;34130;;
3411;341102;กระเดียน;Kradian;34130;34130;;
3411;341103;เกษม;Kasem;34130;34130;;
3411;341104;กุศกร;Kutsakon;34130;34130;;
3411;341105;ขามเปี้ย;Kham Pia;34130;34130;;
3411;341106;คอนสาย;Khon Sai;34130;34130;;
3411;341107;โคกจาน;Khok Chan;34130;34130;;
3411;341108;นาพิน;Na Phin;34130;34130;;
3411;341109;นาสะไม;Na Samai;34130;34130;;
3411;341110;โนนกุง;Non Kung;34130;34130;;
3411;341111;ตระการ;Trakan;34130;34130;;
3411;341112;ตากแดด;Tak Daet;34130;34130;;
3411;341113;ไหล่ทุ่ง;Lai Thung;34130;34130;;
3411;341114;เป้า;Pao;34130;34130;;
