TambonID;TambonThaiShort;TambonEngShort;PostCodeMain;PostCodeAll;PostalCodeRemark;DistrictID;DistrictThaiShort;DistrictEngShort;ProvinceID;ProvinceThai;ProvinceEng;ภูมิภาคอย่างเป็นทางการ
300114;พุดซา;Phutsa;30000;30000;;3001;เมืองนครราชสีมา;Mueang Nakhon Ratchasima;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300115;บ้านโพธิ์;Ban Pho;30310;30310;;3001;เมืองนครราชสีมา;Mueang Nakhon Ratchasima;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300116;จอหอ;Cho Ho;30310;30310;;3001;เมืองนครราชสีมา;Mueang Nakhon Ratchasima;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300117;โคกกรวด;Khok Kruat;30280;30280;;3001;เมืองนครราชสีมา;Mueang Nakhon Ratchasima;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300118;ไชยมงคล;Chai Mongkhon;30000;30000;;3001;เมืองนครราชสีมา;Mueang Nakhon Ratchasima;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300119;หนองบัวศาลา;Nong Bua Sala;30000;30000;;3001;เมืองนครราชสีมา;Mueang Nakhon Ratchasima;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300120;สุรนารี;Suranari;30000;30000;;3001;เมืองนครราชสีมา;Mueang Nakhon Ratchasima;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300121;สีมุม;Si Mum;30000;30000;;3001;เมืองนครราชสีมา;Mueang Nakhon Ratchasima;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300122;ตลาด;Talat;30310;30310;;3001;เมืองนครราชสีมา;Mueang Nakhon Ratchasima;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300123;พะเนา;Phanao;30000;30000;;3001;เมืองนครราชสีมา;Mueang Nakhon Ratchasima;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300124;หนองกระทุ่ม;Nong Krathum;30000;30000;;3001;เมืองนครราชสีมา;Mueang Nakhon Ratchasima;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300125;หนองไข่น้ำ;Nong Khai Nam;30310;30310;;3001;เมืองนครราชสีมา;Mueang Nakhon Ratchasima;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300201;แชะ;Chae;30250;30250;;3002;ครบุรี;Khon Buri;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300202;เฉลียง;Chaliang;30250;30250;;3002;ครบุรี;Khon Buri;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300203;ครบุรี;Khon Buri;30250;30250;;3002;ครบุรี;Khon Buri;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300204;โคกกระชาย;Khok Krachai;30250;30250;;3002;ครบุรี;Khon Buri;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300205;จระเข้หิน;Chorakhe Hin;30250;30250;;3002;ครบุรี;Khon Buri;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300206;มาบตะโกเอน;Map Tako En;30250;30250;;3002;ครบุรี;Khon Buri;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300207;อรพิมพ์;Oraphim;30250;30250;;3002;ครบุรี;Khon Buri;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300208;บ้านใหม่;Ban Mai;30250;30250;;3002;ครบุรี;Khon Buri;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300209;ลำเพียก;Lam Phiak;30250;30250;;3002;ครบุรี;Khon Buri;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300210;ครบุรีใต้;Khon Buri Tai;30250;30250;;3002;ครบุรี;Khon Buri;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300211;ตะแบกบาน;Tabaek Ban;30250;30250;;3002;ครบุรี;Khon Buri;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300212;สระว่านพระยา;Sa Wan Phraya;30250;30250;;3002;ครบุรี;Khon Buri;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300301;เสิงสาง;Soeng Sang;30330;30330;;3003;เสิงสาง;Soeng Sang;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300302;สระตะเคียน;Sa Takhian;30330;30330;;3003;เสิงสาง;Soeng Sang;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300303;โนนสมบูรณ์;Non Sombun;30330;30330;;3003;เสิงสาง;Soeng Sang;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300304;กุดโบสถ์;Kut Bot;30330;30330;;3003;เสิงสาง;Soeng Sang;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300305;สุขไพบูลย์;Suk Phaibun;30330;30330;;3003;เสิงสาง;Soeng Sang;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300306;บ้านราษฎร์;Ban Rat;30330;30330;;3003;เสิงสาง;Soeng Sang;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300401;เมืองคง;Mueang Khong;30260;30260;;3004;คง;Khong;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300402;คูขาด;Khu Khat;30260;30260;;3004;คง;Khong;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300403;เทพาลัย;Thephalai;30260;30260;;3004;คง;Khong;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300404;ตาจั่น;Ta Chan;30260;30260;;3004;คง;Khong;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300405;บ้านปรางค์;Ban Prang;30260;30260;;3004;คง;Khong;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300406;หนองมะนาว;Nong Manao;30260;30260;;3004;คง;Khong;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300407;หนองบัว;Nong Bua;30260;30260;;3004;คง;Khong;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300408;โนนเต็ง;Non Teng;30260;30260;;3004;คง;Khong;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300409;ดอนใหญ่;Don Yai;30260;30260;;3004;คง;Khong;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300410;ขามสมบูรณ์;Kham Sombun;30260;30260;;3004;คง;Khong;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300501;บ้านเหลื่อม;Ban Lueam;30350;30350;;3005;บ้านเหลื่อม;Ban Lueam;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300502;วังโพธิ์;Wang Pho;30350;30350;;3005;บ้านเหลื่อม;Ban Lueam;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300503;โคกกระเบื้อง;Khok Krabueang;30350;30350;;3005;บ้านเหลื่อม;Ban Lueam;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300504;ช่อระกา;Cho Raka;30350;30350;;3005;บ้านเหลื่อม;Ban Lueam;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300601;จักราช;Chakkarat;30230;30230;;3006;จักราช;Chakkarat;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300603;ทองหลาง;Thonglang;30230;30230;;3006;จักราช;Chakkarat;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300604;สีสุก;Si Suk;30230;30230;;3006;จักราช;Chakkarat;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300605;หนองขาม;Nong Kham;30230;30230;;3006;จักราช;Chakkarat;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300607;หนองพลวง;Nong Phluang;30230;30230;;3006;จักราช;Chakkarat;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300610;ศรีละกอ;Si Lako;30230;30230;;3006;จักราช;Chakkarat;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300611;คลองเมือง;Khlong Mueang;30230;30230;;3006;จักราช;Chakkarat;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300613;หินโคน;Hin Khon;30230;30230;;3006;จักราช;Chakkarat;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300701;กระโทก;Krathok;30190;30190;;3007;โชคชัย;Chok Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300702;พลับพลา;Phlapphla;30190;30190;;3007;โชคชัย;Chok Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300703;ท่าอ่าง;Tha Ang;30190;30190;;3007;โชคชัย;Chok Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300704;ทุ่งอรุณ;Thung Arun;30190;30190;;3007;โชคชัย;Chok Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300705;ท่าลาดขาว;Tha Lat Khao;30190;30190;;3007;โชคชัย;Chok Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300706;ท่าจะหลุง;Tha Chalung;30190;30190;;3007;โชคชัย;Chok Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300707;ท่าเยี่ยม;Tha Yiam;30190;30190;;3007;โชคชัย;Chok Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300708;โชคชัย;Chok Chai;30190;30190;;3007;โชคชัย;Chok Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300709;ละลมใหม่พัฒนา;Lalom Mai Phatthana;30190;30190;;3007;โชคชัย;Chok Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300710;ด่านเกวียน;Dan Kwian;30190;30190;;3007;โชคชัย;Chok Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300801;กุดพิมาน;Kut Phiman;30210;30210;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300802;ด่านขุนทด;Dan Khun Thot;30210;30210;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300803;ด่านนอก;Dan Nok;30210;30210;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300804;ด่านใน;Dan Nai;30210;30210;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300805;ตะเคียน;Takhian;30210;30210;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300806;บ้านเก่า;Ban Kao;30210;30210;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300807;บ้านแปรง;Ban Praeng;36220;36220;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300808;พันชนะ;Phan Chana;30210;30210;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300809;สระจรเข้;Sa Chorakhe;30210;30210;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300810;หนองกราด;Nong Krat;30210;30210;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300811;หนองบัวตะเกียด;Nong Bua Takiat;30210;30210;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300812;หนองบัวละคร;Nong Bua Lakhon;30210;30210;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300813;หินดาด;Hin Dat;30210;30210;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300815;ห้วยบง;Huai Bong;30210;30210;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300817;โนนเมืองพัฒนา;Non Mueang Phatthana;30210;30210;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300818;หนองไทร;Nong Sai;36220;36220;;3008;ด่านขุนทด;Dan Khun Thot;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300901;โนนไทย;Non Thai;30220;30220;;3009;โนนไทย;Non Thai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300902;ด่านจาก;Dan Chak;30220;30220;;3009;โนนไทย;Non Thai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300903;กำปัง;Kampang;30220;30220;;3009;โนนไทย;Non Thai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300904;สำโรง;Samrong;30220;30220;;3009;โนนไทย;Non Thai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300905;ค้างพลู;Khang Phu;30220;30220;;3009;โนนไทย;Non Thai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300906;บ้านวัง;Ban Wang;30220;30220;;3009;โนนไทย;Non Thai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300907;บัลลังก์;Banlang;30220;30220;;3009;โนนไทย;Non Thai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300908;สายออ;Sai O;30220;30220;;3009;โนนไทย;Non Thai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300909;ถนนโพธิ์;Thanon Pho;30220;30220;;3009;โนนไทย;Non Thai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
300914;มะค่า;Makha;30220;30220;;3009;โนนไทย;Non Thai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301001;โนนสูง;Non Sung;30160;30160;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301002;ใหม่;Mai;30160;30160;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301003;โตนด;Tanot;30160;30160;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301004;บิง;Bing;30160;30160;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301005;ดอนชมพู;Don Chomphu;30160;30160;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301006;ธารปราสาท;Than Prasat;30420;30420;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301007;หลุมข้าว;Lum Khao;30160;30160;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301008;มะค่า;Makha;30160;30160;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301009;พลสงคราม;Phon Songkhram;30160;30160;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301010;จันอัด;Chan At;30160;30160;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301011;ขามเฒ่า;Kham Thao;30160;30160;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301012;ด่านคล้า;Dan Khla;30160;30160;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301013;ลำคอหงษ์;Lam Kho Hong;30160;30160;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301014;เมืองปราสาท;Mueang Prasat;30160;30160;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301015;ดอนหวาย;Don Wai;30160;30160;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301016;ลำมูล;Lam Mun;30160;30160;;3010;โนนสูง;Non Sung;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301101;ขามสะแกแสง;Kham Sakaesaeng;30290;30290;;3011;ขามสะแกแสง;Kham Sakaesaeng;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301102;โนนเมือง;Non Mueang;30290;30290;;3011;ขามสะแกแสง;Kham Sakaesaeng;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301103;เมืองนาท;Mueang Nat;30290;30290;;3011;ขามสะแกแสง;Kham Sakaesaeng;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301104;ชีวึก;Chiwuek;30290;30290;;3011;ขามสะแกแสง;Kham Sakaesaeng;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301105;พะงาด;Pha-ngat;30290;30290;;3011;ขามสะแกแสง;Kham Sakaesaeng;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301106;หนองหัวฟาน;Nong Hua Fan;30290;30290;;3011;ขามสะแกแสง;Kham Sakaesaeng;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301107;เมืองเกษตร;Mueang Kaset;30290;30290;;3011;ขามสะแกแสง;Kham Sakaesaeng;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301201;บัวใหญ่;Bua Yai;30120;30120;;3012;บัวใหญ่;Bua Yai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301203;ห้วยยาง;Huai Yang;30120;30120;;3012;บัวใหญ่;Bua Yai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301204;เสมาใหญ่;Sema Yai;30120;30120;;3012;บัวใหญ่;Bua Yai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301206;ดอนตะหนิน;Don Tanin;30120;30120;;3012;บัวใหญ่;Bua Yai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301207;หนองบัวสะอาด;Nong Bua Sa-at;30120;30120;;3012;บัวใหญ่;Bua Yai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301208;โนนทองหลาง;Non Thonglang;30120;30120;;3012;บัวใหญ่;Bua Yai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301214;กุดจอก;Kut Chok;30120;30120;;3012;บัวใหญ่;Bua Yai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301215;ด่านช้าง;Dan Chang;30120;30120;;3012;บัวใหญ่;Bua Yai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301220;ขุนทอง;Khun Thong;30120;30120;;3012;บัวใหญ่;Bua Yai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301224;หนองแจ้งใหญ่;Nong Chaeng Yai;30120;30120;;3012;บัวใหญ่;Bua Yai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301301;ประทาย;Prathai;30180;30180;;3013;ประทาย;Prathai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301303;กระทุ่มราย;Krathum Rai;30180;30180;;3013;ประทาย;Prathai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301304;วังไม้แดง;Wang Mai Daeng;30180;30180;;3013;ประทาย;Prathai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301306;ตลาดไทร;Talat Sai;30180;30180;;3013;ประทาย;Prathai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301307;หนองพลวง;Nong Phluang;30180;30180;;3013;ประทาย;Prathai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301308;หนองค่าย;Nong Khai;30180;30180;;3013;ประทาย;Prathai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301309;หันห้วยทราย;Han Huai Sai;30180;30180;;3013;ประทาย;Prathai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301310;ดอนมัน;Don Man;30180;30180;;3013;ประทาย;Prathai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301313;นางรำ;Nang Ram;30180;30180;;3013;ประทาย;Prathai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301314;โนนเพ็ด;Non Phet;30180;30180;;3013;ประทาย;Prathai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301315;ทุ่งสว่าง;Thung Sawang;30180;30180;;3013;ประทาย;Prathai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301317;โคกกลาง;Khok Klang;30180;30180;;3013;ประทาย;Prathai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301318;เมืองโดน;Mueang Don;30180;30180;;3013;ประทาย;Prathai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301401;เมืองปัก;Mueang Pak;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301402;ตะคุ;Takhu;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301403;โคกไทย;Khok Thai;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301404;สำโรง;Samrong;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301405;ตะขบ;Takhop;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301406;นกออก;Nok Ok;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301407;ดอน;Don;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301409;ตูม;Tum;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301410;งิ้ว;Ngio;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301411;สะแกราช;Sakae Rat;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301412;ลำนางแก้ว;Lam Nang Kaeo;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301416;ภูหลวง;Phu Luang;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301417;ธงชัยเหนือ;Thong Chai Nuea;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301418;สุขเกษม;Suk Kasem;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301419;เกษมทรัพย์;Kasem Sap;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301420;บ่อปลาทอง;Bo Pla Thong;30150;30150;;3014;ปักธงชัย;Pak Thong Chai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301501;ในเมือง;Nai Mueang;30110;30110;;3015;พิมาย;Phimai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301502;สัมฤทธิ์;Samrit;30110;30110;;3015;พิมาย;Phimai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301503;โบสถ์;Bot;30110;30110;;3015;พิมาย;Phimai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301504;กระเบื้องใหญ่;Krabueang Yai;30110;30110;;3015;พิมาย;Phimai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301505;ท่าหลวง;Tha Luang;30110;30110;;3015;พิมาย;Phimai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
301506;รังกาใหญ่;Rang Ka Yai;30110;30110;;3015;พิมาย;Phimai;30;นครราชสีมา;Nakhon Ratchasima;ภาคตะวันออกเฉียงเหนือ
